iter	Logloss
259	0.1996326533
260	0.1995294796
261	0.1994020254
262	0.1993022807
263	0.1992134139
264	0.1990397562
265	0.1988914671
266	0.1987142952
267	0.1986045476
268	0.1985107737
269	0.1983983036
270	0.1982932839
271	0.1982043353
272	0.1980817827
273	0.1979394526
274	0.1977888397
275	0.197671566
276	0.197599226
277	0.1975133757
278	0.1974172408
279	0.1972705972
280	0.197162583
281	0.1970421616
282	0.1969777473
283	0.1968278484
284	0.1967335394
285	0.1965934372
286	0.1965180784
287	0.1963887387
288	0.1962734407
289	0.1961663224
290	0.1960556082
291	0.1959291366
292	0.1957482172
293	0.1956445123
294	0.1954604019
295	0.1953445236
296	0.195272943
297	0.1951620616
298	0.1950750874
299	0.1948965401
300	0.1947851547
301	0.1946854612
302	0.1945783332
303	0.1944601929
304	0.1943392862
305	0.194212476
306	0.1940271417
307	0.1939396273
308	0.1938370275
309	0.1937497891
310	0.1936377659
311	0.1935561533
312	0.1934768489
313	0.1933423125
314	0.1932412775
315	0.1931745541
316	0.1930615784
317	0.1929115644
318	0.1928219875
319	0.1926591425
320	0.1925357918
321	0.1923688151
322	0.1922783999
323	0.1921758592
324	0.1920528793
325	0.1919853544
326	0.191892107
327	0.1917786231
328	0.1916396032
329	0.1915625438
330	0.1914720757
331	0.1913703732
332	0.1913226923
333	0.1912366277
334	0.1911336918
335	0.1910224813
336	0.1909268449
337	0.1908461022
338	0.1907482161
339	0.1905962594
340	0.1905123884
341	0.1903947047
342	0.1902573446
343	0.1901413371
344	0.1900424749
345	0.189933505
346	0.1897965585
347	0.1896967355
348	0.1896178989
349	0.189489275
350	0.1894106304
351	0.1893379625
352	0.189229458
353	0.1891167149
354	0.189014088
355	0.1888941119
356	0.1887981616
357	0.1887286099
358	0.1886162241
359	0.1885368131
360	0.188431755
361	0.1883220768
362	0.1882304456
363	0.188111265
364	0.1880469988
365	0.1879702677
366	0.1878844248
367	0.1877577557
368	0.1876860785
369	0.1876024071
370	0.1875457682
371	0.1874742287
372	0.1873593203
373	0.1872835653
374	0.1872075631
375	0.18709187
376	0.1869815037
377	0.1868545927
378	0.1867840088
379	0.1867016436
380	0.1866356701
381	0.1865653389
382	0.1864961533
383	0.186422923
384	0.1863754971
385	0.1863044388
386	0.186207837
387	0.1861225663
388	0.1860142897
389	0.1859783806
390	0.1858827
391	0.1857574223
392	0.1856660955
393	0.1855880609
394	0.1854823396
395	0.1854377106
396	0.1853818871
397	0.1853195487
398	0.1852687747
399	0.1852020831
400	0.1851380859
401	0.1850541504
402	0.1849947304
403	0.18493719
404	0.1849045485
405	0.1848164745
406	0.1847475581
407	0.1846762752
408	0.1845669465
409	0.1844790158
410	0.1843638519
411	0.1842973923
412	0.1842444034
413	0.1841937979
414	0.1841440941
415	0.1840442977
416	0.1839511223
417	0.1838639394
418	0.1838133512
419	0.1836866094
420	0.1836320067
421	0.183576533
422	0.1835098958
423	0.1834731436
424	0.1834177832
425	0.1833550786
426	0.1832439433
427	0.1831797447
428	0.183107869
429	0.1830349182
430	0.1830013867
431	0.1829528513
432	0.1828760904
433	0.1827980767
434	0.1827293998
435	0.1827019496
436	0.1826432819
437	0.1825977229
438	0.182513099
439	0.1824551021
440	0.182409323
441	0.1823148682
442	0.1822283573
443	0.1821572694
444	0.1820718267
445	0.1820183669
446	0.1819734473
447	0.1819205781
448	0.181830407
449	0.1817537298
450	0.1816693741
451	0.1816109294
452	0.1815616237
453	0.1814846019
454	0.1813998754
455	0.1812935553
456	0.1812372906
457	0.1811881021
458	0.181070183
459	0.180993583
460	0.1809498747
461	0.180907406
462	0.1808492651
463	0.1807866975
464	0.1806951047
465	0.1806704796
466	0.180577939
467	0.1805149175
468	0.1804677064
469	0.1804009368
470	0.1803257625
471	0.1802603218
472	0.1801962681
473	0.1801423971
474	0.1800782595
475	0.180030999
476	0.1799819741
477	0.1798939973
478	0.1798160919
479	0.1797682345
480	0.1797090602
481	0.1796428312
482	0.1795855827
483	0.179531122
484	0.1794412263
485	0.1793900541
486	0.17932392
487	0.1792385378
488	0.1791724656
489	0.1790893951
490	0.1790109293
491	0.1789279904
492	0.1788851358
493	0.1788269318
494	0.1787615022
495	0.17872384
496	0.1786797014
497	0.1786083026
498	0.1785596152
499	0.1784828327
500	0.1784369145
501	0.178393444
502	0.1783514137
503	0.1782093935
504	0.178115458
505	0.1780722643
506	0.1780074644
507	0.177940911
508	0.177898824
509	0.1778514405
510	0.1778187728
511	0.1777797283
512	0.1777061382
513	0.1776111264
514	0.1775585123
515	0.1774954973
516	0.1774113578
517	0.177365898
518	0.1773140081
519	0.1772427619
520	0.1771869031
521	0.1771451107
522	0.1770731152
523	0.1770213201
524	0.1769584511
525	0.176910713
526	0.1768510412
527	0.1768156734
528	0.1767618218
529	0.1766971934
530	0.1766480146
531	0.1765807037
532	0.1765389508
533	0.1764739371
534	0.1764288622
535	0.1763572783
536	0.1762991465
537	0.1762636542
538	0.1762192041
539	0.17617792
540	0.1761458698
541	0.1760898392
542	0.1760119403
543	0.175953936
544	0.1758840181
545	0.1758130865
546	0.1757627394
547	0.1757260044
548	0.1756831052
549	0.175616724
550	0.1755636743
551	0.1755229463
552	0.1754834698
553	0.1753760035
554	0.1752936807
555	0.1752545485
556	0.1752093086
557	0.1751761725
558	0.1750660233
559	0.1750182759
560	0.1749594514
561	0.1749274251
562	0.1748677298
563	0.1748059415
564	0.1747628779
565	0.1747297365
566	0.1746660634
567	0.1746292067
568	0.1745611149
569	0.1745095916
570	0.17445489
571	0.1743887897
572	0.1743275265
573	0.1742848449
574	0.1742304033
575	0.1742009137
576	0.1741376674
577	0.1740891571
578	0.1740375182
579	0.1739832741
580	0.17394887
581	0.1739135317
582	0.1739060685
583	0.1738361779
584	0.1737531068
585	0.1737410669
586	0.1736648244
587	0.1735998044
588	0.1735570494
589	0.173514143
590	0.1734408719
591	0.173395498
592	0.1733523445
593	0.1732917617
594	0.17325096
595	0.173199417
596	0.1731303592
597	0.1730979151
598	0.173048438
599	0.1730144478
600	0.1729673054
601	0.1729188396
602	0.1728826337
603	0.1728494795
604	0.1728111198
605	0.1727771348
606	0.1727133135
607	0.1726598332
608	0.1726390108
609	0.1725654995
610	0.172509072
611	0.1724704795
612	0.1724360056
613	0.1723835279
614	0.1723147825
615	0.172267685
616	0.1721781786
617	0.1721136055
618	0.1720536678
619	0.1720156005
620	0.1719523009
621	0.1719205438
622	0.1718882743
623	0.1718433321
624	0.1717906077
625	0.1717281298
626	0.1716814871
627	0.1716367765
628	0.171599822
629	0.1715553245
630	0.1715005454
631	0.1714374303
632	0.1713965983
633	0.1713507922
634	0.1713173682
635	0.1712525677
636	0.1711924913
637	0.1711121226
638	0.1710510342
639	0.171014696
640	0.1709725205
641	0.1709186281
642	0.1708703622
643	0.1708341466
644	0.170799065
645	0.1707632224
646	0.1706922137
647	0.1706253176
648	0.1705618593
649	0.1705254857
650	0.1704963722
651	0.170459133
652	0.1704098977
653	0.1703626477
654	0.1703174481
655	0.1702781475
656	0.1702361683
657	0.1701929839
658	0.1701374855
659	0.1701010882
660	0.1700448143
661	0.1700119663
662	0.1699700993
663	0.1699217429
664	0.1698509539
665	0.1697694698
666	0.1697226124
667	0.1696718493
668	0.1696192428
669	0.1695694253
670	0.1695090578
671	0.1694685447
672	0.1694200509
673	0.1693618534
674	0.1693233467
675	0.1692972015
676	0.1692789015
677	0.169229223
678	0.1691616168
679	0.1691257048
680	0.1690747731
681	0.1690262575
682	0.1689724585
683	0.1689492146
684	0.1689297324
685	0.1688962734
686	0.1688657209
687	0.1688337496
688	0.1688047996
689	0.1687381795
690	0.168681428
691	0.1686181963
692	0.1685744486
693	0.1685382802
694	0.168496096
695	0.1684456168
696	0.1684221131
697	0.1683589337
698	0.1682940006
699	0.1682620257
700	0.168233991
701	0.1682018816
702	0.1681590953
703	0.1681201305
704	0.1680829056
705	0.1680500325
706	0.1680024764
707	0.1679727839
708	0.1679380193
709	0.1678900763
710	0.1678219469
711	0.1678098782
712	0.1677504449
713	0.1677177995
714	0.1676576117
715	0.1675870825
716	0.1675224156
717	0.1674798704
718	0.1674406567
719	0.1673869418
720	0.1673708033
721	0.1673378386
722	0.1672759914
723	0.1672118086
724	0.1671589586
725	0.1671270151
726	0.167102991
727	0.1670535553
728	0.1669997351
729	0.1669689535
730	0.1669276054
731	0.1668832562
732	0.1668439746
733	0.1667869482
734	0.1667376344
735	0.1667056728
736	0.166668918
737	0.1665977674
738	0.1665412002
739	0.1665105789
740	0.1664521359
741	0.1664045159
742	0.1663242976
743	0.1662609222
744	0.166213322
745	0.1661695315
746	0.1661230575
747	0.1660667588
748	0.1660437753
749	0.1660226495
750	0.1659801724
751	0.1659169465
752	0.1658899832
753	0.165842841
754	0.1658051376
755	0.1657369659
756	0.1656773455
757	0.1656360176
758	0.1655865186
759	0.1655774548
760	0.1655420555
761	0.1655327285
762	0.1654914456
763	0.1654494143
764	0.1653948429
765	0.1653078221
766	0.1652514594
767	0.1652042847
768	0.1651553223
769	0.1651244402
770	0.1650839921
771	0.1650142584
772	0.1649569356
773	0.1649078893
774	0.1648742151
775	0.164838305
776	0.1647892768
777	0.1646969684
778	0.1646338333
779	0.1646095659
780	0.1645723677
781	0.1645357168
782	0.1645084294
783	0.1644547576
784	0.1644035942
785	0.1643705711
786	0.1643014737
787	0.1642534372
788	0.1642215725
789	0.1641747456
790	0.164128975
791	0.1641212735
792	0.1640669478
793	0.1640200547
794	0.1639682435
795	0.1639344457
796	0.163913715
797	0.1638860165
798	0.1638463405
799	0.1638014974
800	0.1637929482
801	0.1637559174
802	0.1637247537
803	0.1636751412
804	0.1636680393
805	0.1636253371
806	0.1635977561
807	0.1635577247
808	0.1635142601
809	0.1634680074
810	0.1634593755
811	0.1634143983
812	0.163386251
813	0.1633511795
814	0.1632846439
815	0.1632401328
816	0.1632157161
817	0.163170002
818	0.1631505205
819	0.1631197739
820	0.163072134
821	0.1630410684
822	0.1630076802
823	0.1629682232
824	0.1629426553
825	0.1629057707
826	0.1628925773
827	0.1628781426
828	0.1628372144
829	0.1627873301
830	0.1627451865
831	0.162712715
832	0.1626523279
833	0.1626081372
834	0.1625618837
835	0.162527969
836	0.1624891378
837	0.1624539514
838	0.1624314323
839	0.1623808439
840	0.1623746884
841	0.1623234502
842	0.1622816344
843	0.1622516161
844	0.1622295967
845	0.1622223881
846	0.1621950909
847	0.1621875622
848	0.1621553237
849	0.1621038755
850	0.162058969
851	0.1620345172
852	0.162024327
853	0.1619751736
854	0.1619241948
855	0.1619155819
856	0.1618771751
857	0.1618716012
858	0.1618366799
859	0.1618019473
860	0.1617552625
861	0.1617076901
862	0.1616566366
863	0.1615969014
864	0.1615874086
865	0.1615535458
866	0.1615067725
867	0.1614382106
868	0.1613822658
869	0.1613327299
870	0.1612824633
871	0.1612292745
872	0.1611876022
873	0.161156991
874	0.1610989458
875	0.1610463132
876	0.1610122785
877	0.1609678046
878	0.160940232
879	0.1608911203
880	0.1608573807
881	0.1608257082
882	0.1608033621
883	0.1607712448
884	0.160723852
885	0.1606982966
886	0.1606734862
887	0.1606176536
888	0.1605821937
889	0.1605189501
890	0.1604867258
891	0.1604583261
892	0.1604457882
893	0.1603859602
894	0.1603592017
895	0.1603330191
896	0.1602847315
897	0.1602257684
898	0.1601359956
899	0.160095916
900	0.1600400847
901	0.1600235302
902	0.1599629323
903	0.1599261323
904	0.1598855626
905	0.1598195617
906	0.1597916853
907	0.1597718964
908	0.1597585223
909	0.1597361639
910	0.1597018968
911	0.1596776401
912	0.159654489
913	0.1595916922
914	0.1595589164
915	0.1595217665
916	0.1594904557
917	0.159448651
918	0.1594308888
919	0.1593739485
920	0.1593396809
921	0.1593088864
922	0.1592916365
923	0.1592643823
924	0.1592483103
925	0.1592025373
926	0.1591485215
927	0.1591111133
928	0.1590603723
929	0.1590134085
930	0.1589891309
931	0.1589588572
932	0.1589200022
933	0.1588917831
934	0.1588680611
935	0.1588301823
936	0.1587971462
937	0.1587510752
938	0.1587043443
939	0.1586562102
940	0.1586350482
941	0.1585966917
942	0.1585922673
943	0.1585423139
944	0.1585114942
945	0.1585012787
946	0.1584597882
947	0.1583986805
948	0.158359795
949	0.158297791
950	0.1582730829
951	0.1582207733
952	0.1581840988
953	0.1581612695
954	0.1581187485
955	0.1580835318
956	0.1580619335
957	0.1580359421
958	0.1580060311
959	0.1579738214
960	0.157945758
961	0.1579066603
962	0.1578590535
963	0.1578072787
964	0.1577778055
965	0.1577639073
966	0.157706378
967	0.1576707702
968	0.1576404662
969	0.1575892107
970	0.1575401209
971	0.1575216716
972	0.1575044546
973	0.1574759583
974	0.1574336788
975	0.157406838
976	0.157369312
977	0.157336955
978	0.1572956368
979	0.157249949
980	0.1572254948
981	0.157191274
982	0.1571490713
983	0.1571200758
984	0.1570775704
985	0.1570123016
986	0.1569611084
987	0.1569344245
988	0.1569238711
989	0.1568935435
990	0.1568502915
991	0.1567689603
992	0.1567321565
993	0.1567166414
994	0.1566803703
995	0.1566323706
996	0.1565901728
997	0.1565595554
998	0.1565304637
999	0.1565011064
